website,agency,bureau,office,website_in_registry,website_agency_in_registry,website_bureau_in_registry,agency_matches,bureaus_match,agency_name_in_registry,bureau_name_in_registry
magnetograph.msfc.nasa.gov,National Aeronautics and Space Administration,NASA Marshall Space Flight Center,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
maia.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
maia-mmgis.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
map.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
maps.disasters.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
maps.nccs.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
maptis.nasa.gov,National Aeronautics and Space Administration,NASA Marshall Space Flight Center,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
mark4sun.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Jet Propulsion Laboratory,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
mars.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
marsoweb.nas.nasa.gov,National Aeronautics and Space Administration,NASA Ames Research Center,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
masterprojects.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
matb.larc.nasa.gov,National Aeronautics and Space Administration,NASA Langley Research Center,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
mcdc.msfc.nasa.gov,National Aeronautics and Space Administration,NASA Office of Communications,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
mcl-labcas.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Jet Propulsion Laboratory,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
mcst.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
mds.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Jet Propulsion Laboratory,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
mdscc.nasa.gov,National Aeronautics and Space Administration,NASA Space Operations Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
medeng.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Jet Propulsion Laboratory,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
media.ksc.nasa.gov,National Aeronautics and Space Administration,NASA Kennedy Space Center,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
mesa.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Jet Propulsion Laboratory,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
mescforyou.ksc.nasa.gov,National Aeronautics and Space Administration,NASA Kennedy Space Center,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
methane.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
mgs-mager.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
microdevices.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Jet Propulsion Laboratory,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
misr.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
misse1.larc.nasa.gov,National Aeronautics and Space Administration,NASA Space Technology Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
ml.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Jet Propulsion Laboratory,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
mls.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
mms.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Goddard Space Flight Center,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
mmsvis.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
modaps.modaps.eosdis.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
modis.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
modis-images.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
modis-land.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
modis-snow-ice.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
montepy.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
moon.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
mplnet.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
msiexchange.nasa.gov,National Aeronautics and Space Administration,NASA Office of STEM Engagement,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
msqs.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
mttc.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Jet Propulsion Laboratory,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
mwsci.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
my.nasa.gov,National Aeronautics and Space Administration,NASA Office of Communications,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
mynasadata.larc.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
mysteries.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Jet Propulsion Laboratory,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
nahw.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
naif.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
nari.arc.nasa.gov,National Aeronautics and Space Administration,NASA Aeronautics Research Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
narwhal.arc.nasa.gov,National Aeronautics and Space Administration,NASA Aeronautics Research Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
nas.nasa.gov,National Aeronautics and Space Administration,NASA Ames Research Center,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,TRUE,FALSE,FALSE
nasaeclips.arc.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
nbi.larc.nasa.gov,National Aeronautics and Space Administration,NASA Langley Research Center,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
nccs.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
ndacc.larc.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
nde.larc.nasa.gov,National Aeronautics and Space Administration,NASA Langley Research Center,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
ndeaa.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Jet Propulsion Laboratory,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
nef.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,TRUE,FALSE,FALSE
nek.ksc.nasa.gov,National Aeronautics and Space Administration,NASA Kennedy Space Center,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
neo.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
neo-bolide.ndc.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
neoproperties.arc.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
